code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0014816001007	Vinaigre Balsamique de Modène IGP Bio	https://static.openfoodfacts.org/images/products/001/481/600/1007/front.6.400.jpg	0		2	444.9		0									27.2					0.7																																																							
00148214	Almond drink	https://static.openfoodfacts.org/images/products/00148214/front_en.11.400.jpg	3	b	4	59		1.2	0.1								0.1	0.1			0.4	0.4				0.13	0.0511811023622047																																										0	0							
00149228	Amandino Blanches	https://static.openfoodfacts.org/images/products/00149228/front.5.400.jpg	0		1	2536		55.4	5								4.6					22.2				0.03683	0.0145								0.00024	0.00042	0.0031											0.242	0.56																												
0015000007287	pommes rissolées		0																																																																										
0015000046804	Graduates Lil'Biscuits		1	d	4	1800		0	0									28.6			0	0				0.907	0.357																																										14	14							
0015000070014	Oatmeal Cereal single grain	https://static.openfoodfacts.org/images/products/001/500/007/0014/front_en.5.400.jpg	0																																																																										
0015000140069	Pure Water	https://static.openfoodfacts.org/images/products/001/500/014/0069/front_en.6.400.jpg	0		1																																																																								
00151269	Strawberry & Champagne Conserve	https://static.openfoodfacts.org/images/products/00151269/front_en.7.400.jpg	1	c	3	1069		0.5	0.1								62	58.5			1	0.4				0.100076	0.0394																																										7	7							
00151436	Brocolis carotte		0	a		163		0.5	0.1								4.5	4				2.6				0.03	0.0118110236220472																																										-6	-6							
00152116	rillettes du mans		0	e	3	1686		37	15								0.5	0			0	17.1				1.3	0.511811023622047	0																																									20	20							
0015400015462	Extra Fancy Tomato Ketchup		0	d	4	368		0	0						0	0	23.53	23.53			0	0				2.39014	0.941		0.0005295					0														0		0																			16	16							
0015400015554	Ketchup		0	d	4	494		0	0						0	0	23.53	23.53			0	0				2.24028	0.882																																										15	15							
0015400047258	Rainbo Mallows	https://static.openfoodfacts.org/images/products/001/540/004/7258/front_en.4.400.jpg	2	e	4	21		15	12								45	18				4				2	0.78740157480315																																										21	21							
0015400056397	Ketchup		0	d	4	494		0	0						0	0	23.53	23.53			0	0				2.24028	0.882																																										15	15							
0015400132831	Mini Ice Cream Sandwiches		6	d	4	941		3.75	2.5						0	0.012	42.5	27.5			0	5				0.41148	0.162		0					0														0.1		0																			11	11							
0015400191524	Organic Ketchup		0	d	3	494		0	0						0	0	23.53	23.53			0	0				2.24028	0.882																																										15	15							
0015418005745	Rouses Market, Lima Beans		0	a	3	556		0	0						0	0	24.1	2.41			6	7.23				0.73406	0.289		0					0.0108														0.048		0.00173																			-5	-5							
00154208	Noix		0	b	1	887		20.6	1.9								1.3	0.9			1.5	4.7				0.1	0.0393700787401575																																										0	0							
00154277	Caesar Dressing Reduced Fat		0	d		1297		28.6	2.7								10.6	7.7				2.1				1.4	0.551181102362205																																										12	12							
0015509010009	British Sirloin Steak	https://static.openfoodfacts.org/images/products/001/550/901/0009/front_en.7.400.jpg	0	b	1	837		12.7	5.6								0	0			0	21.6				0.150114	0.0591																																										2	2							
0015586945034	Bonbons		0			1038		1.43	1.14								98	0				0																																																							
00156738	Milk Chocolate Orange Biscuits		2	e	4	2142		25.7	14.8								62.3	48.9			2.5	6.5				0.28	0.110236220472441																																										25	25							
0015700050026	Swiss Miss Marshmallow Flavour	https://static.openfoodfacts.org/images/products/001/570/005/0026/front_en.8.400.jpg	0	c	3	502		60	20								30	18			375	1				0	0																																										9	9							
0015700052303	HOT COCOA MIX		2		4																																																																								
0015700052327	Swiss Miss Hot Cocoa Mix		0		4	628		20	2								29	16				1				17	6.69291338582677																																																		
0015747199115	Bader Enterprise Inc, Gummy Bears		7	d	4	1393		0	0						0		80.95	57.14				4.76				0.21082	0.083		0					0														0		0																			14	14							
0015758360856	Tarte Citron 6/8 parts		5	e	4	1423		17	11								41	27				5.3				0.15	0.0590551181102362																																										19	19							
0015800062110	Pure Cane Sugar Golden Brown	https://static.openfoodfacts.org/images/products/001/580/006/2110/front_en.6.400.jpg	0		2																																																																								
0015869017106	Fleurettes de brocolis		0	a		138		0.2	0.05								2.6	1.5				3.6				0.05	0.0196850393700787																																										-7	-7							
00159111	coconut milk	https://static.openfoodfacts.org/images/products/00159111/front_en.6.400.jpg	0																																																																										
00159241	Risotto Aux Crevettes		0	b		452		2.2	0.9								17.3	1.3			0.8	4.3				0.45	0.177165354330709																																										0	0							
0015953708422	Nw Delights, Team 12 Gummy Bears		6	c	4	209		0	0						0	0	70	45			0	5				0.15748	0.062		0					0														0		0.0036																			6	6							
00159623	Quiche Lorraine		1	d	4	1084		16.9	8.7								15.7	2.5			0.9	10.7				0.73	0.28740157480315																																										14	14							
0015984510407	Plain Bagels		0	b	4	1100		1.58	0	0	1.05				0	0	54.74	4.21			2.1	9.47				1.22936	0.484		0					0	1.895	0.894737	0.005263									0.079		0.084		0.00284																			1	1							
0015984510414	Cinnamon Raisin Swirl Bagels		1	b	4	1188		2.11	0	0	1.05				0	0	58.95	10.53			2.1	8.42				1.09728	0.432		0					0	1.105	0.536842	0.004211									0.121		0.084		0.00284	0.105																		2	2							
0015984510421	100% Whole Wheat Bagels		1	a	4	971		1.58	0	0	1.05				0	0	47.37	5.26			7.4	11.58				1.15062	0.453		0					0	1.579	0.715789	0.005263									0.263		0.084		0.00284																			-2	-2							
0015984610787	Redner's, Microwave Popcorn		0	d	3	1774		24.24	9.09						0	0	48.48	0			12.1	6.06				1.92532	0.758		0					0														0		0.00218																			17	17							
0015984610855	Microwave Popcorn, Hot & Spicy		0	e	3	2243		32.14	17.86						0	0	53.57	0			14.3	7.14				2.99466	1.179		0					0														0		0.00257																			21	21							
0016000002043	Tome fraîche	https://static.openfoodfacts.org/images/products/001/600/000/2043/front_en.3.400.jpg	0																																																																										
0016000106406	Bread Flour	https://static.openfoodfacts.org/images/products/001/600/010/6406/front_en.10.400.jpg	0		1	1530		0									73.3				3.33	13.3				0	0								0.0005	0.00034	0.00533		0.000133											0.0036																											
0016000116108	Self Rising Flour	https://static.openfoodfacts.org/images/products/001/600/011/6108/front_en.6.400.jpg	2		4	1390		0									76.7				3.33	10				3.39	1.33								0.0005	0.00034	0.00533									0.117		0.2		0.0036																											
0016000121850	Reese's puffs	https://static.openfoodfacts.org/images/products/001/600/012/1850/front_en.4.400.jpg	2	b	4	502		3	0.5								22	9			1	2				0	0																																										0	0							
0016000123991	Lucky Charms Magical Unicorn		0	d		1820		4	0								88	40				8				0	0																																										13	13							
0016000124790	Honey Nut Cheerios	https://static.openfoodfacts.org/images/products/001/600/012/4790/front_en.3.400.jpg	1	c	4	0		5.36	0								78.6	32.1			7.14	7.14				1.45	0.571		0.000536		1.43e-05			0.0214	89.3	0.00152	0.0179	89.3	0.000714		5.36e-06							0.357	0.286	0.0161	0.0857	0.0134																	8	8							
0016000141568	Lucky Charms	https://static.openfoodfacts.org/images/products/001/600/014/1568/front_en.20.400.jpg	8	c	4	1619	174	4.08	0						0	0	81.6	38.8			6.12	8.16				0	0		0.000225		6e-06			0.009	45	0.000765	0.009	45	0.00032		2.7e-06							0.15		0.0081		0.00675																	7	7							
0016000197268	Préparation Pour Brownies	https://static.openfoodfacts.org/images/products/001/600/019/7268/front_en.3.400.jpg	0	d		1611		3.8	0								88.5	57.7				3.8				0.8	0.31496062992126																																										17	17							
0016000261648	Fiber One 90 Calorie Bar, Chocolate		4	b	4																																																																0	0							
0016000264601	Crunchy Granola Bars Oats 'n Honey	https://static.openfoodfacts.org/images/products/001/600/026/4601/front.3.400.jpg	2	d	4	1890		16.7	2.38						0	0	69	26.2			4.76	7.14				1.09	0.429																																										11	11							
0016000264694	Crunchy Granola Bars Oats 'n Honey	https://static.openfoodfacts.org/images/products/001/600/026/4694/front_en.6.400.jpg	1	d	4	1890	598	14.3	1.19						0	0	69	28.6			4.76	9.52				0.968	0.381																							0.00171																			11	11							
0016000264700	Crunchy Granola Bars	https://static.openfoodfacts.org/images/products/001/600/026/4700/front_en.3.400.jpg	0	c		1891			3									27			5	3				0	0																																										7	7							
0016000264793	Crunchy Peanut Butter Granola Bars	https://static.openfoodfacts.org/images/products/001/600/026/4793/front_en.9.400.jpg	1	d	3	1890	598	16.7	2.38						0	0	66.7	26.2			4.76	11.9				1.09	0.429																							0.00171																			11	11							
0016000272019	LUCKY CHARMS		4	d	4	1680		4.1	0.8								81.9	37.8			5.6	7.9				1.63	0.64																																										15	15							
0016000275058	Fiber One Original	https://static.openfoodfacts.org/images/products/001/600/027/5058/front_en.3.400.jpg	0	a		837	140	3.33	0	0	1.67				0	0	83.3	0			46.7	6.67				0.931	0.367																			0.367		0.333																					-3	-3							
0016000275119	Coco Puffs	https://static.openfoodfacts.org/images/products/001/600/027/5119/front_en.3.400.jpg	1	b	4																																																																0	0							
0016000275263	Cheerios	https://static.openfoodfacts.org/images/products/001/600/027/5263/front_en.17.400.jpg	1	b	4	1490	225	7.14	1.79	1.79	1.79				0	0	71.4	3.57			10.7	10.7				1.27	0.5		0.000536		1.43e-05			0.0214	0.00134	0.000121	0.0179	0.00179	0.000714		5.36e-06					0.643		0.357	0.357	0.0289	0.114	0.0134																	0	0							
0016000275270	Honey Nut Cheerios	https://static.openfoodfacts.org/images/products/001/600/027/5270/front_en.4.400.jpg	1	d	4	1640		5.36	0								78.6	32.1				7.14				0.571	0.225																																										13	13							
0016000275287	Cheerios	https://static.openfoodfacts.org/images/products/001/600/027/5287/front_en.8.400.jpg	1	a	4	357		7.14	1.79	1.79	1.79				0		71.4	3.57			10.7	10.7				1.27	0.5		0.000536		1.43e-05			0.0214	0.00134	0.000121	0.0179	0.00179	0.000714		5.36e-06							0.357	0.357	0.0289	0.114	0.0134																	-3	-3							
0016000275294	Raisin Nut Bran	https://static.openfoodfacts.org/images/products/001/600/027/5294/front_en.4.400.jpg	3	c	4	1540		6.12	1.02	2.04	2.04				0	0	81.6	28.6			12.2	8.16				1.14	0.449		0		0			0	0.000765	0.000867	0.0102	0.00102	0.000204							0.347		0.0408	0.204	0.00918	0.0653	0.00765																	10	10							
0016000275324	Mini Trix	https://static.openfoodfacts.org/images/products/001/600/027/5324/front_en.5.400.jpg	6	d	4	1570	197	4.69	0	1.56	1.56				0	0	84.4	31.2			3.12	3.12				1.27	0.5		0.000469		1.25e-05			0.0187	0.00117	0.00133	0.0156	0.00156	0.000313		4.69e-06					0.156		0.312	0.188	0.0141	0.025	0.0117																	13	13							
0016000275348	Lucky Charms	https://static.openfoodfacts.org/images/products/001/600/027/5348/front_en.34.400.jpg	4	d	4	1703	42	3.7	0	0	0				0	0	81.5	37			2	7.41				0.4318	0.17		0.00015		4e-06			0.006	0.00025	0.000425	0.005	0.000325	0.0002		1.5e-06					0.05		0.1	0.04	0.0045	0.016	0.00375																	12	12							
0016000275645	Cheerios 	https://static.openfoodfacts.org/images/products/001/600/027/5645/front_en.3.400.jpg	0																																																																										
0016000275713	Honey Nut Cheerios	https://static.openfoodfacts.org/images/products/001/600/027/5713/front_en.8.400.jpg	1	d	4	1640	225	5.36	0	1.79	1.79				0	0	78.6	32.1			7.14	7.14				1.45	0.571		0.000536		1.43e-05			0.0214	0.00134	0.00152	0.0179	0.00179	0.000714		5.36e-06					0.411		0.357	0.286	0.0161	0.0857	0.0134																	12	12							
0016000277076	Nature Valley Peanut Sweet and Salty granola bars	https://static.openfoodfacts.org/images/products/001/600/027/7076/front_en.6.400.jpg	0	d		2134		24	7.5								60	21				12				0.42	0.165354330708661																																										18	18							
0016000289208	Crunchy Granola Bars Crunchy Roasted Almond		2	c	4	1590		16	0								56	24				8				0.36	0.141732283464567																																										6	6							
0016000289994	Harina para preparar galletas con chispas de chocolate		0	e		2420		28.6	17.9								75	50			3.57	3.57				1.27	0.5																																										29	29							
0016000298606	Crunchy Granola Bars - Variety Pack	https://static.openfoodfacts.org/images/products/001/600/029/8606/front_en.5.400.jpg	0	c		1890	598	14.3	1.19						0	0	66.7	26.2			4.76	9.52				0.968	0.381																							0.00171																			10	10							
0016000401068	honey nut Cheerios	https://static.openfoodfacts.org/images/products/001/600/040/1068/front_en.4.400.jpg	1		4																																																																								
